iter	MultiClass
281	0.6723515248
282	0.6721922407
283	0.6720997296
284	0.6719846046
285	0.6718882083
286	0.6717888987
287	0.671655663
288	0.6714655336
289	0.6713663962
290	0.6712801298
291	0.6711252941
292	0.6709840666
293	0.6708807552
294	0.6707655418
295	0.6706456786
296	0.6705219329
297	0.6704445844
298	0.6703324726
299	0.6702433588
300	0.6701471137
301	0.6700480664
302	0.6699306951
303	0.6697385264
304	0.6696556519
305	0.6695374694
306	0.6694378743
307	0.6693369924
308	0.6692331361
309	0.6691347744
310	0.6690530614
311	0.6689568131
312	0.6687676937
313	0.6686526003
314	0.6685662958
315	0.6684401393
316	0.6683391263
317	0.6682265341
318	0.668129604
319	0.6680210605
320	0.6679071449
321	0.6678202514
322	0.6677439194
323	0.667656551
324	0.6675417342
325	0.66742393
326	0.6673245925
327	0.6672074915
328	0.6671231192
329	0.667043492
330	0.6669501342
331	0.6668657319
332	0.6667603176
333	0.6666880487
334	0.6665916079
335	0.6664136374
336	0.6662676119
337	0.6661528473
338	0.6660765763
339	0.6659652989
340	0.6658806905
341	0.6657605196
342	0.6656724128
343	0.6655339448
344	0.6654532527
345	0.6653917897
346	0.6652673313
347	0.6651485799
348	0.6649809366
349	0.66490538
350	0.664811884
351	0.664710942
352	0.6646161987
353	0.664530706
354	0.6644521434
355	0.664355463
356	0.6642630651
357	0.6641048466
358	0.6640157371
359	0.6639431235
360	0.6638569744
361	0.6637709954
362	0.6636180829
363	0.6635236437
364	0.6634092397
365	0.6633128171
366	0.6632503008
367	0.6631906289
368	0.6630987423
369	0.663001615
370	0.6628763059
371	0.6627578778
372	0.6626729403
373	0.6625409355
374	0.6624623121
375	0.6623863592
376	0.6622957594
377	0.6622091054
378	0.6620513776
379	0.6619715174
380	0.6618806292
381	0.6617758993
382	0.6617001032
383	0.6616032875
384	0.661511298
385	0.6614327757
386	0.661375714
387	0.6612732332
388	0.6611764195
389	0.6610943833
390	0.6610138823
391	0.6608954096
392	0.6608018568
393	0.6607244517
394	0.6606277201
395	0.6605252737
396	0.6604368984
397	0.6603539859
398	0.66024402
399	0.6601567706
400	0.6600700965
401	0.6599920346
402	0.6598689098
403	0.6597758984
404	0.6597144032
405	0.6596355423
406	0.6595598346
407	0.6594421373
408	0.6593807548
409	0.6592874329
410	0.6591912435
411	0.6591258046
412	0.6590285175
413	0.6588823503
414	0.6587819911
415	0.6586870813
416	0.658591744
417	0.6585032615
418	0.6584117571
419	0.6583605137
420	0.6582894782
421	0.6582109653
422	0.6581348729
423	0.6580850164
424	0.6580141874
425	0.6579167838
426	0.6578263156
427	0.6577257891
428	0.6575960603
429	0.6575119866
430	0.6574085504
431	0.6573404593
432	0.6572833624
433	0.6571927904
434	0.6571089279
435	0.6570279611
436	0.6569329928
437	0.6568641283
438	0.656780514
439	0.6566670167
440	0.6565861683
441	0.6565260137
442	0.6564452056
443	0.6564078263
444	0.6563123824
445	0.6562368955
446	0.6561705048
447	0.6560810262
448	0.6560045277
449	0.6558878437
450	0.6557932559
451	0.6557163295
452	0.6556512406
453	0.6555814972
454	0.6555057123
455	0.6554225533
456	0.6553505549
457	0.6552733641
458	0.6552025964
459	0.6550988259
460	0.6550289822
461	0.6549841036
462	0.6548872828
463	0.6548044432
464	0.6547489177
465	0.6546713104
466	0.6545810682
467	0.6545288709
468	0.6544426144
469	0.6543689568
470	0.6542898076
471	0.654209865
472	0.6541074675
473	0.6540045199
474	0.6539288943
475	0.6538583171
476	0.6537998459
477	0.6537111678
478	0.6536548491
479	0.6535915742
480	0.6535151255
481	0.6534595061
482	0.6533918025
483	0.6532997109
484	0.65322245
485	0.6531458584
486	0.6530649258
487	0.6529907122
488	0.6529373669
489	0.6528609458
490	0.652791644
491	0.6527492173
492	0.6526982591
493	0.6526300794
494	0.6525748966
495	0.6524944246
496	0.6524162803
497	0.6523516431
498	0.6522931179
499	0.6522373468
500	0.6521732503
501	0.6521347028
502	0.6521013298
503	0.6520338004
504	0.651961575
505	0.6519026259
506	0.6518670746
507	0.6517787526
508	0.6517322653
509	0.6516437099
510	0.6515866926
511	0.6515150998
512	0.6514640228
513	0.651369467
514	0.6513129639
515	0.651213585
516	0.6511558749
517	0.6510811783
518	0.6509938204
519	0.6509231109
520	0.6508674314
521	0.6508087736
522	0.6507263533
523	0.6506650061
524	0.6506077013
525	0.6505319792
526	0.6504713491
527	0.6504213156
528	0.6503630811
529	0.6503030189
530	0.650251091
531	0.6501828916
532	0.6501302784
533	0.6500869873
534	0.6500287549
535	0.6499627943
536	0.6498994117
537	0.6498483481
538	0.6497862738
539	0.6497288773
540	0.6496574843
541	0.6496074544
542	0.6495676856
543	0.6495202644
544	0.6494362934
545	0.6493811262
546	0.6493221787
547	0.6492646732
548	0.6492061764
549	0.6491442694
550	0.6490794372
551	0.6490119517
552	0.6489521191
553	0.6488991813
554	0.6488391636
555	0.6487853501
556	0.6487060553
557	0.6486545937
558	0.6485809954
559	0.6485193515
560	0.6484530906
561	0.6484121395
562	0.6483430207
563	0.6482842061
564	0.6482107659
565	0.6481421019
566	0.6480661646
567	0.6480007639
568	0.6479038292
569	0.6478587115
570	0.6478190523
571	0.6477466056
572	0.6476908579
573	0.6476369353
574	0.6475776249
575	0.6475061643
576	0.6474421501
577	0.6473762745
578	0.6473277268
579	0.6472718823
580	0.6472057338
581	0.6471573045
582	0.6471035624
583	0.6470415546
584	0.6469647664
585	0.6469001476
586	0.6468492646
587	0.6467914375
588	0.64673133
589	0.6466860239
590	0.6466345771
591	0.646558462
592	0.6464791677
593	0.6464047191
594	0.6463395175
595	0.6462797073
596	0.6462252467
597	0.6461757271
598	0.6461040876
599	0.6460341182
600	0.6459783105
601	0.6459384691
602	0.6458760229
603	0.6458393852
604	0.6457882353
605	0.6457392136
606	0.645657507
607	0.6455896583
608	0.6455262258
609	0.645466995
610	0.645376175
611	0.6453431193
612	0.6452981414
613	0.6452202724
614	0.6451648159
615	0.6450767021
616	0.6450153924
617	0.644966828
618	0.6448998042
619	0.6448255842
620	0.6447430552
621	0.6446981667
622	0.6446444262
623	0.6445981916
624	0.6445485941
625	0.6444860896
626	0.6444229938
627	0.6443697888
628	0.6443192251
629	0.6442745258
630	0.6442132652
631	0.6441680296
632	0.6440965264
633	0.6440329117
634	0.6439840431
635	0.6439299156
636	0.6438566724
637	0.6438013891
638	0.6437557796
639	0.6436741956
640	0.6436184854
641	0.6435544742
642	0.6435163426
643	0.6434602119
644	0.643404936
645	0.6433417241
646	0.6432693174
647	0.6432100409
648	0.6431657306
649	0.6431163963
650	0.6430616359
651	0.6430105074
652	0.6429551001
653	0.6428440601
654	0.6428021751
655	0.6427403164
656	0.6426992579
657	0.642645576
658	0.6425750226
659	0.6424962035
660	0.6424350906
661	0.6423813009
662	0.6423012699
663	0.6422700733
664	0.6422211343
665	0.6421683398
666	0.6421250775
667	0.6420800719
668	0.6420279479
669	0.6419560579
670	0.641906506
671	0.6418241346
672	0.6417798442
673	0.6417058156
674	0.6416662816
675	0.6415920622
676	0.6415441049
677	0.6414964143
678	0.6414141503
679	0.6413663214
680	0.6413255941
681	0.6412940367
682	0.6412356169
683	0.641164602
684	0.6411244996
685	0.6410388071
686	0.6409833235
687	0.6409357684
688	0.6408728349
689	0.6407992053
690	0.6407522518
691	0.6406869682
692	0.6406465259
693	0.6405971184
694	0.6405327865
695	0.6404717691
696	0.6404176192
697	0.6403410222
698	0.6402974266
699	0.6402356057
700	0.640178279
701	0.6401266395
702	0.6400796095
703	0.6400184409
704	0.6399762419
705	0.6399438722
706	0.6399066102
707	0.6398544101
708	0.6397978435
709	0.6397462667
710	0.6397122747
711	0.6396688508
712	0.6396101721
713	0.6395839402
714	0.6395481094
715	0.6394976625
716	0.6394432091
717	0.6393581997
718	0.6393092522
719	0.6392544862
720	0.6392017464
721	0.6391574587
722	0.6391083241
723	0.6390730263
724	0.6390316883
725	0.6389723116
726	0.6389353481
727	0.6388913372
728	0.6388465339
729	0.638797174
730	0.6387371384
731	0.6386819492
732	0.6386126215
733	0.6385756088
734	0.6385236927
735	0.6384608975
736	0.6384118449
737	0.6383579419
738	0.6383025394
739	0.6382563071
740	0.6382097692
741	0.6381677885
742	0.6381242344
743	0.638077015
744	0.6380378075
745	0.6379997354
746	0.6379183452
747	0.637876233
748	0.6378408129
749	0.6377887869
750	0.6377486714
751	0.6377037895
752	0.6376696741
753	0.6375960411
754	0.6375612205
755	0.6375169412
756	0.6374682557
757	0.6374055923
758	0.6373676334
759	0.6373017924
760	0.6372483517
761	0.6372049494
762	0.637161109
763	0.6370810285
764	0.637018868
765	0.6369774835
766	0.6369293284
767	0.6368913413
768	0.6368565851
769	0.6368175379
770	0.6367753762
771	0.6367380585
772	0.6366839008
773	0.6366303198
774	0.6365832801
775	0.6365277832
776	0.636493237
777	0.6364573008
778	0.6364296514
779	0.636394131
780	0.6363580408
781	0.6363211556
782	0.6362710534
783	0.6362303141
784	0.6361859375
785	0.636139401
786	0.6361069881
787	0.6360749042
788	0.6360522562
789	0.6360138974
790	0.6359719677
791	0.6359247053
792	0.6358637251
793	0.6358195922
794	0.6357762379
795	0.6357209559
796	0.6356749568
797	0.6356433785
798	0.6355916817
799	0.6355564895
800	0.6355096861
801	0.6354418467
802	0.635404463
803	0.6353378731
804	0.6353154236
805	0.6352653684
806	0.6352301097
807	0.6351586888
808	0.6351250769
809	0.6350823596
810	0.6350211179
811	0.634980482
812	0.6349298602
813	0.6348810993
814	0.6348348728
815	0.6347764766
816	0.6347322786
817	0.6346986596
818	0.6346454063
819	0.6346119347
820	0.6345542355
821	0.6345134147
822	0.6344586641
823	0.6344341422
824	0.6343728526
825	0.6343367513
826	0.6342855493
827	0.6342426235
828	0.6342150468
829	0.6341754885
830	0.6341405763
831	0.6340738482
832	0.6340398273
833	0.6340021066
834	0.6339552648
835	0.633925036
836	0.6338662824
837	0.6338267975
838	0.6337806296
839	0.6337314165
840	0.6336917532
841	0.6336340711
842	0.633580246
843	0.6335378162
844	0.6335052327
845	0.633451357
846	0.6333888867
847	0.6333416157
848	0.6333060365
849	0.6332672775
850	0.6332288671
851	0.633187414
852	0.6331494101
853	0.6331076312
854	0.633068342
855	0.6330085947
856	0.6329558994
857	0.632902074
858	0.6328354054
859	0.6327856856
860	0.6327340492
861	0.6326831341
862	0.6326308075
863	0.6325929176
864	0.6325404383
865	0.6325102996
866	0.6324637572
867	0.6324194337
868	0.6323716178
869	0.6323235015
870	0.6322825233
871	0.6322468039
872	0.6322021884
873	0.6321577954
874	0.6321157774
875	0.6320870135
876	0.6320466834
877	0.6319853578
878	0.6319388252
879	0.6318938712
880	0.63186203
881	0.6318295108
882	0.6317739089
883	0.6317373799
884	0.63170669
885	0.6316630934
886	0.6316165261
887	0.6315760267
888	0.631545683
889	0.6314918886
890	0.6314532589
891	0.6314219749
892	0.6313903633
893	0.6313502005
894	0.6313225869
895	0.6312806909
896	0.6312539808
897	0.6312133128
898	0.6311798419
899	0.6311357949
900	0.6310821465
901	0.6310521859
902	0.6310058994
903	0.6309753566
904	0.6309378928
905	0.6308994345
906	0.6308612493
907	0.6308206274
908	0.6307957446
909	0.6307510428
910	0.6306935218
911	0.6306557073
912	0.6306165469
913	0.6305798606
914	0.6305205401
915	0.6304893717
916	0.6304483583
917	0.6304147041
918	0.6303501226
919	0.6303116155
920	0.6302594735
921	0.6302092968
922	0.6301598646
923	0.6301068287
924	0.6300697153
925	0.6300411255
926	0.6299911055
927	0.6299494133
928	0.6299047059
929	0.6298526721
930	0.629813317
931	0.6297814314
932	0.6297557568
933	0.6297085986
934	0.629666327
935	0.6296359552
936	0.6296040983
937	0.6295528489
938	0.6295240694
939	0.6294909802
940	0.6294568839
941	0.6294126668
942	0.6293707677
943	0.629343218
944	0.6292931131
945	0.629234303
946	0.6291898607
947	0.6291360088
948	0.6290966087
949	0.6290496605
950	0.6290042848
951	0.6289691684
952	0.6289354925
953	0.6288981222
954	0.628850103
955	0.6288114576
956	0.6287596347
957	0.6287324909
958	0.6287017617
959	0.6286452829
960	0.6286101299
961	0.6285834717
962	0.6285484104
963	0.6284996943
964	0.6284547577
965	0.6284106744
966	0.6283764775
967	0.6283310575
968	0.6282931504
969	0.6282605329
970	0.6282270635
971	0.6281876974
972	0.6281429508
973	0.6281033476
974	0.6280753794
975	0.6280289547
976	0.6279916637
977	0.6279449473
978	0.6278973603
979	0.6278599399
980	0.6278289613
981	0.6277905911
982	0.6277497188
983	0.6277104708
984	0.627670993
985	0.6276357258
986	0.6276029435
987	0.6275543022
988	0.6275149706
989	0.6274871556
990	0.6274628087
991	0.6274081856
992	0.6273392633
993	0.6272796488
994	0.6272464034
995	0.6271676699
996	0.6271374885
997	0.6271000568
998	0.6270529553
999	0.6270216036
