iter	Passed	Remaining
644	156052	85889
645	156379	85694
646	156650	85467
647	156917	85238
648	157134	84983
649	157368	84736
650	157619	84499
651	157907	84282
652	158118	84023
653	158367	83784
654	158597	83536
655	158827	83287
656	159076	83049
657	159289	82791
658	159507	82537
659	159794	82318
660	160003	82059
661	160229	81808
662	160474	81568
663	160737	81337
664	161003	81106
665	161208	80846
666	161398	80578
667	161612	80322
668	161815	80061
669	162080	79830
670	162320	79588
671	162656	79391
672	162991	79194
673	163216	78944
674	163399	78673
675	163660	78440
676	163935	78214
677	164151	77959
678	164443	77741
679	164676	77494
680	164924	77255
681	165110	76986
682	165305	76722
683	165505	76461
684	165727	76210
685	165977	75972
686	166219	75730
687	166424	75471
688	166665	75229
689	166909	74988
690	167106	74726
691	167319	74471
692	167523	74213
693	167743	73961
694	168001	73727
695	168214	73473
696	168396	73205
697	168604	72949
698	168820	72696
699	169017	72436
700	169223	72179
701	169415	71917
702	169662	71678
703	169930	71448
704	170205	71220
705	170442	70977
706	170626	70712
707	170910	70488
708	171143	70243
709	171343	69985
710	171556	69732
711	171752	69473
712	172019	69241
713	172222	68985
714	172405	68721
715	172664	68487
716	172916	68250
717	173114	67992
718	173319	67736
719	173540	67487
720	173745	67232
721	174006	66999
722	174168	66728
723	174358	66468
724	174658	66249
725	174869	65997
726	175189	65786
727	175357	65518
728	175589	65273
729	175890	65055
730	176124	64811
731	176372	64573
732	176626	64337
733	176801	64072
734	177085	63847
735	177446	63649
736	177781	63441
737	178069	63217
738	178283	62966
739	178499	62716
740	178735	62472
741	179012	62244
742	179230	61994
743	179426	61738
744	179676	61500
745	179972	61277
746	180204	61033
747	180405	60778
748	180583	60516
749	180797	60265
750	181014	60016
751	181203	59758
752	181395	59501
753	181652	59265
754	181886	59022
755	182165	58794
756	182371	58541
757	182623	58304
758	182877	58067
759	183203	57853
760	183441	57611
761	183664	57365
762	183943	57135
763	184233	56909
764	184599	56707
765	184823	56460
766	185082	56224
767	185367	55996
768	185556	55739
769	185798	55498
770	186052	55260
771	186327	55029
772	186542	54780
773	186717	54519
774	186956	54277
775	187160	54025
776	187363	53773
777	187603	53532
778	187846	53291
779	188116	53058
780	188319	52806
781	188553	52563
782	188814	52328
783	189061	52088
784	189365	51864
785	189660	51637
786	190017	51427
787	190572	51270
788	190781	51020
789	191026	50779
790	191242	50530
791	191482	50288
792	191773	50059
793	192052	49827
794	192315	49590
795	192589	49357
796	192841	49117
797	193044	48865
798	193298	48626
799	193517	48379
800	193711	48125
801	193998	47894
802	194210	47645
803	194446	47402
804	194641	47149
805	194919	46916
806	195143	46669
807	195378	46426
808	195563	46171
809	195797	45927
810	196062	45691
811	196262	45440
812	196527	45203
813	196727	44952
814	197006	44719
815	197282	44485
816	197496	44237
817	197711	43989
818	197998	43757
819	198212	43510
820	198450	43267
821	198630	43012
822	198883	42773
823	199113	42529
824	199310	42278
825	199523	42030
826	199742	41784
827	200028	41551
828	200233	41302
829	200503	41067
830	200740	40824
831	201014	40589
832	201252	40347
833	201430	40092
834	201656	39848
835	201906	39608
836	202133	39364
837	202381	39123
838	202591	38876
839	202819	38632
840	203082	38394
841	203325	38153
842	203560	37910
843	203751	37660
844	204024	37424
845	204277	37185
846	204484	36937
847	204696	36690
848	204882	36439
849	205116	36197
850	205329	35950
851	205525	35701
852	205725	35453
853	205993	35216
854	206213	34971
855	206465	34732
856	206677	34486
857	206932	34247
858	207191	34009
859	207443	33769
860	207721	33534
861	207962	33293
862	208213	33053
863	208409	32805
864	208666	32566
865	208893	32323
866	209102	32076
867	209338	31834
868	209561	31590
869	209824	31353
870	210068	31112
871	210265	30864
872	210441	30614
873	210649	30368
874	210883	30126
875	211061	29876
876	211260	29629
877	211480	29385
878	211697	29141
879	211959	28903
880	212160	28657
881	212392	28415
882	212631	28174
883	212890	27935
884	213142	27696
885	213365	27453
886	213589	27210
887	213847	26971
888	214091	26731
889	214318	26488
890	214545	26246
891	214813	26008
892	215060	25768
893	215346	25533
894	215605	25294
895	215825	25051
896	216059	24809
897	216260	24564
898	216476	24320
899	216670	24074
900	216944	23837
901	217169	23594
902	217404	23353
903	217622	23110
904	217846	22867
905	218069	22625
906	218329	22386
907	218588	22147
908	218800	21904
909	219048	21664
910	219228	21417
911	219458	21175
912	219642	20929
913	219868	20687
914	220131	20449
915	220311	20203
916	220530	19960
917	220742	19717
918	220993	19478
919	221190	19233
920	221426	18993
921	221621	18748
922	221856	18508
923	222073	18265
924	222251	18020
925	222457	17777
926	222709	17538
927	222967	17299
928	223203	17058
929	223439	16818
930	223652	16575
931	223850	16332
932	224044	16088
933	224251	15846
934	224464	15604
935	224718	15365
936	224916	15122
937	225144	14881
938	225348	14639
939	225573	14398
940	225764	14155
941	226019	13916
942	226230	13674
943	226441	13432
944	226688	13193
945	226936	12954
946	227188	12714
947	227382	12472
948	227584	12230
949	227788	11988
950	228003	11747
951	228273	11509
952	228509	11269
953	228753	11030
954	229060	10793
955	229267	10552
956	229548	10314
957	229801	10074
958	230064	9835
959	230278	9594
960	230509	9354
961	230733	9114
962	230971	8874
963	231184	8633
964	231458	8394
965	231691	8154
966	231937	7915
967	232140	7674
968	232336	7432
969	232560	7192
970	232766	6951
971	233035	6712
972	233213	6471
973	233418	6230
974	233631	5990
975	233866	5750
976	234126	5511
977	234380	5272
978	234612	5032
979	234860	4793
980	235078	4552
981	235267	4312
982	235522	4073
983	235740	3833
984	236031	3594
985	236259	3354
986	236554	3115
987	236902	2877
988	237285	2639
989	237564	2399
990	237778	2159
991	238063	1919
992	238325	1680
993	238535	1439
994	238744	1199
995	239003	959
996	239191	719
997	239382	479
998	239622	239
999	239811	0
