iter	MultiClass
333	0.4820990684
334	0.4820435637
335	0.4819854208
336	0.4819055756
337	0.4818801851
338	0.481830288
339	0.4817111737
340	0.4815829507
341	0.4815171237
342	0.481468675
343	0.4814122083
344	0.4813533253
345	0.4812586908
346	0.4812199681
347	0.4811296792
348	0.4810838251
349	0.481037591
350	0.4809861057
351	0.4809239184
352	0.4808549491
353	0.4808211694
354	0.480763187
355	0.4807104479
356	0.4806360408
357	0.4806042571
358	0.4805657998
359	0.4805255457
360	0.480483856
361	0.480418364
362	0.4803300909
363	0.4802771144
364	0.4802443669
365	0.4801881325
366	0.4801490812
367	0.4801093763
368	0.4800555252
369	0.4799887315
370	0.4799071362
371	0.4798499331
372	0.4797908895
373	0.4797498128
374	0.4796895506
375	0.4796326314
376	0.4795715168
377	0.4795219969
378	0.4794864949
379	0.4794578933
380	0.4794071284
381	0.4793449167
382	0.4792551957
383	0.4792125214
384	0.4791141112
385	0.4790813409
386	0.4790351556
387	0.4790097889
388	0.4789631732
389	0.4789153132
390	0.4788709535
391	0.4788049706
392	0.4787691819
393	0.4787237372
394	0.4786805816
395	0.4786411225
396	0.4786024387
397	0.4785401733
398	0.4785058742
399	0.4784588845
400	0.4783922119
401	0.4783558693
402	0.4783096314
403	0.478251129
404	0.4782069461
405	0.478088633
406	0.4780368508
407	0.4779895059
408	0.4779574387
409	0.4779100987
410	0.4778738912
411	0.477823005
412	0.477772883
413	0.4777298727
414	0.4776834522
415	0.477642654
416	0.4776167794
417	0.4775786022
418	0.4775381445
419	0.4775179249
420	0.477455278
421	0.4774331574
422	0.4774031919
423	0.4773560986
424	0.4773123258
425	0.47725459
426	0.4771397632
427	0.4771013901
428	0.477056745
429	0.477012932
430	0.4769492264
431	0.4768965666
432	0.4768521778
433	0.4767727649
434	0.4767569712
435	0.4767271427
436	0.4766729093
437	0.4766523662
438	0.4766042223
439	0.4765620693
440	0.4765189857
441	0.4764993618
442	0.4764288357
443	0.476391593
444	0.4763560345
445	0.4763217762
446	0.4762824908
447	0.476257027
448	0.4761796968
449	0.4761267471
450	0.4760829515
451	0.4760398889
452	0.4759830366
453	0.4759646519
454	0.4759330469
455	0.4758878349
456	0.4758390504
457	0.4758075704
458	0.4757790215
459	0.4757462517
460	0.4756806211
461	0.4756385349
462	0.475606912
463	0.4755538572
464	0.475518713
465	0.4754842418
466	0.4754539224
467	0.4754040261
468	0.4753693419
469	0.4753405723
470	0.4753045633
471	0.4752772909
472	0.4752482131
473	0.4752247135
474	0.4751803589
475	0.4751387729
476	0.4750998517
477	0.4750763005
478	0.4750261621
479	0.4750008442
480	0.4749753808
481	0.4749345815
482	0.474894826
483	0.474854309
484	0.4747974527
485	0.474733133
486	0.4747167699
487	0.474700725
488	0.4746618212
489	0.4746326516
490	0.474595862
491	0.4745609365
492	0.4745174345
493	0.4744740716
494	0.4744179311
495	0.4743844227
496	0.4743474149
497	0.4743157909
498	0.4742884807
499	0.4742627751
500	0.4742307942
501	0.4741987875
502	0.4741548568
503	0.4741226176
504	0.4740983523
505	0.4740632205
506	0.474016397
507	0.4739892198
508	0.4739542949
509	0.4739238439
510	0.4738933523
511	0.4738376807
512	0.4737954122
513	0.4737643869
514	0.4737421104
515	0.4737195983
516	0.4736842174
517	0.473647147
518	0.4735983379
519	0.4735772175
520	0.4735405581
521	0.4735056304
522	0.4734740072
523	0.4733768278
524	0.4733203594
525	0.4732825516
526	0.473258246
527	0.4732268653
528	0.4731835532
529	0.4731560684
530	0.473127723
531	0.4731010511
532	0.4730080964
533	0.4729849494
534	0.4729400074
535	0.472904
536	0.472873429
537	0.4728472747
538	0.4728125761
539	0.4727730566
540	0.4727441289
541	0.4727234772
542	0.4726859308
543	0.4726522084
544	0.4726263036
545	0.4725732909
546	0.4725288878
547	0.472487494
548	0.4724658723
549	0.4724293194
550	0.4724014872
551	0.4723554804
552	0.4723384031
553	0.4722980829
554	0.4722669868
555	0.472230206
556	0.4722099683
557	0.4721788405
558	0.4721326933
559	0.4721054714
560	0.4720743756
561	0.4720614185
562	0.4720307895
563	0.4719609328
564	0.4719373441
565	0.471919184
566	0.4718850061
567	0.4718587766
568	0.4718159545
569	0.4717878515
570	0.4717534719
571	0.4717074999
572	0.4716728281
573	0.4716222575
574	0.4715857572
575	0.4715578339
576	0.4715225745
577	0.4714884255
578	0.4714592181
579	0.4714306591
580	0.471397483
581	0.4713755313
582	0.47135155
583	0.4713223035
584	0.4712836633
585	0.4712506594
586	0.4712076536
587	0.4711736734
588	0.4711327581
589	0.471112471
590	0.4710656353
591	0.4710317497
592	0.4710039519
593	0.470961856
594	0.4709200124
595	0.4708573905
596	0.4708366174
597	0.4707934598
598	0.4707713848
599	0.4707295957
600	0.4706884181
601	0.4706676053
602	0.4706254456
603	0.4706005453
604	0.4705709562
605	0.4705463352
606	0.470518641
607	0.4705040422
608	0.4704488984
609	0.470425566
610	0.4704051939
611	0.4703763004
612	0.4703586882
613	0.4703305141
614	0.4703083603
615	0.4702808524
616	0.4702346459
617	0.4701811207
618	0.4701604082
619	0.4701396007
620	0.4701044198
621	0.4700500253
622	0.4700096589
623	0.4699813737
624	0.4699619576
625	0.4699267845
626	0.4698783706
627	0.4698506202
628	0.4698262924
629	0.4697934422
630	0.4697716467
631	0.4697140377
632	0.4696841673
633	0.4696573703
634	0.4696180034
635	0.4695918398
636	0.4695540538
637	0.4695147764
638	0.4694780969
639	0.4694650252
640	0.4694347421
641	0.4693933639
642	0.4693535923
643	0.4693240083
644	0.4692987013
645	0.4692620455
646	0.4692332455
647	0.469214911
648	0.469188687
649	0.4691580147
650	0.4691343218
651	0.469126502
652	0.469109582
653	0.4690794233
654	0.4690395828
655	0.4690203001
656	0.4689983702
657	0.4689662142
658	0.4689383327
659	0.4689210312
660	0.4688909921
661	0.4688653801
662	0.4688149874
663	0.4687982522
664	0.4687736331
665	0.4687382174
666	0.4687118456
667	0.468686076
668	0.4686497366
669	0.4686196231
670	0.4685759694
671	0.468553845
672	0.4685129622
673	0.468454824
674	0.4684265777
675	0.468406826
676	0.4683797221
677	0.4683429775
678	0.4683185261
679	0.4682921321
680	0.4682698939
681	0.4682420452
682	0.4682255656
683	0.468195503
684	0.4681622051
685	0.4681349253
686	0.4681188187
687	0.4680956916
688	0.4680655373
689	0.468040978
690	0.4680265001
691	0.4679899122
692	0.4679606133
693	0.467937834
694	0.4679181556
695	0.4678944794
696	0.467860297
697	0.4678362479
698	0.4678156146
699	0.467786873
700	0.4677631494
701	0.4677438038
702	0.4677142964
703	0.4676730274
704	0.4676359906
705	0.4676000145
706	0.4675781251
707	0.4675491489
708	0.467519012
709	0.4674825049
710	0.4674573035
711	0.4674104188
712	0.4673925296
713	0.467349554
714	0.4673226216
715	0.4673043587
716	0.4672713174
717	0.4672495032
718	0.4672132719
719	0.4671943708
720	0.4671565763
721	0.4671286216
722	0.4671162406
723	0.4670973347
724	0.4670673305
725	0.4670311886
726	0.4670089937
727	0.4669887322
728	0.4669552569
729	0.4668992965
730	0.4668572582
731	0.4668218534
732	0.4667839987
733	0.4667684016
734	0.4667254982
735	0.466707087
736	0.4666878806
737	0.4666605028
738	0.4666361099
739	0.4666239823
740	0.4665926163
741	0.4665627712
742	0.4665439209
743	0.4665117384
744	0.4664866066
745	0.4664709473
746	0.4664452431
747	0.4664263354
748	0.4664069601
749	0.4663666787
750	0.4663498223
751	0.466332626
752	0.4662939943
753	0.4662651827
754	0.4662407874
755	0.4662292126
756	0.4662101169
757	0.4661803392
758	0.4661489863
759	0.4661228882
760	0.466088511
761	0.4660642963
762	0.4660425824
763	0.4660187968
764	0.4659860647
765	0.4659467938
766	0.4659195089
767	0.4659000515
768	0.4658829244
769	0.4658527619
770	0.4658275858
771	0.465806735
772	0.4657803539
773	0.4657545844
774	0.4657222284
775	0.4656936142
776	0.4656763962
777	0.465652852
778	0.4656097159
779	0.4655969229
780	0.4655651497
781	0.4655327866
782	0.4654758468
783	0.4654486861
784	0.4654255269
785	0.4654129834
786	0.4653613999
787	0.4653410482
788	0.4653151359
789	0.4652753037
790	0.4652314494
791	0.4652078293
792	0.4651660402
793	0.4651246085
794	0.4651027629
795	0.4650757305
796	0.4650534429
797	0.4650104539
798	0.4649595885
799	0.4649264058
800	0.4648932367
801	0.4648620358
802	0.4648460119
803	0.4648228663
804	0.4647976299
805	0.4647583767
806	0.4647329673
807	0.4647029815
808	0.4646764384
809	0.4646540423
810	0.4646289662
811	0.4646033279
812	0.4645721817
813	0.464550036
814	0.4645301663
815	0.46448751
816	0.464459102
817	0.4644308758
818	0.4644143218
819	0.4643853456
820	0.4643641927
821	0.464335802
822	0.4643072436
823	0.4642887385
824	0.4642399564
825	0.46421465
826	0.4642004941
827	0.4641776077
828	0.4641568545
829	0.4641360738
830	0.4641116114
831	0.4640966958
832	0.4640235426
833	0.4639992928
834	0.4639828655
835	0.4639689652
836	0.4639526062
837	0.4639161433
838	0.4638842708
839	0.4638600108
840	0.4638302557
841	0.4638097148
842	0.4637839032
843	0.4637592186
844	0.4637281044
845	0.4636991293
846	0.4636776515
847	0.4636480057
848	0.4636322896
849	0.4636188689
850	0.4635882073
851	0.4635622972
852	0.4635370929
853	0.4635102334
854	0.4634841858
855	0.4634538738
856	0.4634268921
857	0.4634097509
858	0.4633902614
859	0.4633592891
860	0.4633339236
861	0.4633163104
862	0.4632829438
863	0.463256517
864	0.4632380926
865	0.4632197438
866	0.4631924569
867	0.4631652577
868	0.463140651
869	0.4631140143
870	0.4630841745
871	0.4630540502
872	0.4630338543
873	0.4630141782
874	0.4629915381
875	0.4629598829
876	0.4629505338
877	0.4629233936
878	0.4629085841
879	0.4628922435
880	0.4628740606
881	0.4628468911
882	0.4628234678
883	0.4628080931
884	0.4627825926
885	0.4627480754
886	0.4627292024
887	0.4627052513
888	0.4626743284
889	0.4626560065
890	0.4626337659
891	0.4626093736
892	0.462587789
893	0.4625595671
894	0.462547236
895	0.4625225596
896	0.4625048604
897	0.4624864735
898	0.4624606956
899	0.4624310537
900	0.4624144355
901	0.4623919659
902	0.4623727525
903	0.4623480164
904	0.4623221858
905	0.4623098562
906	0.4622946324
907	0.4622721487
908	0.4622503828
909	0.462222219
910	0.4621906656
911	0.4621740805
912	0.4621576465
913	0.4621402737
914	0.4621219874
915	0.4620913748
916	0.4620719234
917	0.4620491953
918	0.4620368862
919	0.462020963
920	0.4620058299
921	0.4619804618
922	0.4619506958
923	0.4619299367
924	0.4619074474
925	0.4618640585
926	0.4618452393
927	0.4618176714
928	0.4617798505
929	0.4617490193
930	0.4617273038
931	0.4616728053
932	0.461644456
933	0.461625594
934	0.461602561
935	0.4615779512
936	0.4615482396
937	0.461520713
938	0.461484075
939	0.4614636841
940	0.4614340926
941	0.4614080201
942	0.4613934112
943	0.4613699985
944	0.4613466774
945	0.4613307944
946	0.4613181605
947	0.461293998
948	0.4612564244
949	0.4612263586
950	0.4612094545
951	0.461194238
952	0.4611718262
953	0.4611497143
954	0.4611383097
955	0.4611134843
956	0.4610946066
957	0.4610748326
958	0.4610563143
959	0.4610306604
960	0.4609993234
961	0.460973789
962	0.460953392
963	0.4609346045
964	0.460902599
965	0.4608784277
966	0.4608570444
967	0.460839559
968	0.4608140719
969	0.4607880074
970	0.460771947
971	0.4607500139
972	0.4607260349
973	0.4607000719
974	0.4606823001
975	0.46066567
976	0.4606467303
977	0.4606306141
978	0.4606136263
979	0.4605961322
980	0.4605738377
981	0.4605554421
982	0.4605234653
983	0.4605043882
984	0.4604819327
985	0.4604660511
986	0.4604367216
987	0.4604084108
988	0.4603839221
989	0.4603716234
990	0.4603337382
991	0.4603168146
992	0.460295434
993	0.4602720266
994	0.4602378014
995	0.4602048666
996	0.4601823089
997	0.4601584899
998	0.4601378682
999	0.4601069905
1000	0.4600963024
1001	0.4600693579
1002	0.4600370661
1003	0.4600116586
1004	0.4599752923
1005	0.4599457729
1006	0.4599293927
1007	0.4599050387
1008	0.4598810616
1009	0.4598565339
1010	0.4598350756
1011	0.4598205432
1012	0.459800483
1013	0.4597756022
1014	0.4597549248
1015	0.4597188761
1016	0.4596905441
1017	0.4596666547
1018	0.4596565511
1019	0.4596339309
1020	0.4596150843
1021	0.4595940175
1022	0.4595782884
1023	0.4595537656
1024	0.4595122684
1025	0.4594903767
1026	0.4594739384
1027	0.4594478013
1028	0.4594103919
1029	0.4593695739
1030	0.4593504409
1031	0.4593316481
1032	0.4592753637
1033	0.4592531752
1034	0.4592293508
1035	0.4592070038
1036	0.459180808
1037	0.4591447101
1038	0.4591209239
1039	0.4590877405
1040	0.459067329
1041	0.4590439292
1042	0.4590171124
1043	0.4589991971
1044	0.4589747791
1045	0.4589627432
1046	0.4589473341
1047	0.4589222929
1048	0.458905633
1049	0.4588809417
1050	0.458858318
1051	0.4588345596
1052	0.4588038595
1053	0.458786147
1054	0.4587699995
1055	0.4587402515
1056	0.4587149324
1057	0.4586784834
1058	0.4586599504
1059	0.4586380776
1060	0.4586155856
1061	0.4585985414
1062	0.4585792356
1063	0.458557263
1064	0.4585294311
1065	0.4584990141
1066	0.4584829595
1067	0.4584618131
1068	0.4584481226
1069	0.4584296013
1070	0.4584215357
1071	0.4583964258
1072	0.4583611732
1073	0.4583357337
1074	0.4583064952
1075	0.4582782192
1076	0.458262922
1077	0.458245205
1078	0.4582110263
1079	0.4581948553
1080	0.4581641009
1081	0.458146399
1082	0.4581141157
1083	0.4580810033
1084	0.4580627867
1085	0.4580481206
1086	0.4580243904
1087	0.4580044555
1088	0.4579784209
1089	0.4579601282
1090	0.4579379904
1091	0.4579086966
1092	0.4578894095
1093	0.457871546
1094	0.4578459103
1095	0.4578334884
1096	0.4578103126
1097	0.4577769157
1098	0.4577574751
1099	0.4577325945
1100	0.4577182897
1101	0.4576975704
1102	0.4576783392
1103	0.4576611874
1104	0.4576418592
1105	0.4576275907
1106	0.4576011698
1107	0.4575687601
1108	0.4575476175
1109	0.4575279462
1110	0.4574841992
1111	0.4574605
1112	0.4574326539
1113	0.457410416
1114	0.4573868199
1115	0.4573642025
1116	0.4573510387
1117	0.4573316932
1118	0.4573034744
1119	0.4572846334
1120	0.4572566834
1121	0.457237364
1122	0.4572112784
1123	0.4571954269
1124	0.4571716655
1125	0.4571479273
1126	0.4571306698
1127	0.4571081782
1128	0.4570872972
1129	0.4570667423
1130	0.4570418781
1131	0.457019277
1132	0.4569943474
1133	0.4569763887
1134	0.4569638342
1135	0.456933141
1136	0.4569181783
1137	0.4568918346
1138	0.4568584677
1139	0.4568291819
1140	0.456810408
1141	0.4567906252
1142	0.456758226
1143	0.4567331358
1144	0.4566994764
1145	0.456674042
1146	0.4566572944
1147	0.4566403045
1148	0.4566197887
1149	0.4566045276
1150	0.456586553
1151	0.4565691005
1152	0.4565448459
1153	0.4565233487
1154	0.4565101454
1155	0.4564988982
1156	0.4564771894
1157	0.4564597351
1158	0.4564330928
1159	0.4563969094
1160	0.4563789637
1161	0.4563652151
1162	0.4563502491
1163	0.4563165965
1164	0.4562951945
1165	0.4562799046
1166	0.4562548386
1167	0.4562315087
1168	0.4562052791
1169	0.4561938657
1170	0.4561675387
1171	0.4561568753
1172	0.4561323476
1173	0.4561094401
1174	0.4560867104
1175	0.4560623254
1176	0.4560365345
1177	0.4560258645
1178	0.4560106943
1179	0.4559852108
1180	0.4559695025
1181	0.4559573452
1182	0.4559326658
1183	0.4559165477
1184	0.4559009966
1185	0.4558842935
1186	0.4558550331
1187	0.4558382928
1188	0.4558209866
1189	0.4557932055
1190	0.4557640875
1191	0.4557391287
1192	0.4557076635
1193	0.4556894546
1194	0.4556702562
1195	0.4556352533
1196	0.455606287
1197	0.4555819784
1198	0.4555678249
1199	0.4555548716
1200	0.4555351158
1201	0.4555154225
1202	0.4554959464
1203	0.4554810031
1204	0.4554598258
1205	0.4554372768
1206	0.4554169238
1207	0.4553839194
1208	0.4553636755
1209	0.4553440009
1210	0.4553161516
1211	0.4552911811
1212	0.4552620404
1213	0.4552419364
1214	0.4552250871
1215	0.4552092509
1216	0.45519179
1217	0.4551741453
1218	0.455155336
1219	0.4551184688
1220	0.4550981403
1221	0.4550866423
1222	0.4550777072
1223	0.4550630071
1224	0.4550420981
1225	0.4550225434
1226	0.4550060467
1227	0.4549887462
1228	0.4549782855
1229	0.4549660089
1230	0.4549416485
1231	0.4549188669
1232	0.4549032715
1233	0.4548796175
1234	0.4548504347
1235	0.4548326218
1236	0.4548117487
1237	0.4547953163
1238	0.454772441
1239	0.4547542149
1240	0.4547401779
1241	0.4547161207
1242	0.454697509
1243	0.4546758593
1244	0.4546512653
1245	0.4546350698
1246	0.4546103566
1247	0.4545924741
1248	0.4545669628
1249	0.4545474645
1250	0.4545105226
1251	0.4544617795
1252	0.4544393944
1253	0.4544018746
1254	0.4543856421
1255	0.4543617978
1256	0.4543502457
1257	0.454331758
1258	0.4543114514
1259	0.454287881
1260	0.4542747754
1261	0.4542418553
1262	0.4542296277
1263	0.4542087428
1264	0.4541902378
1265	0.4541649046
1266	0.4541356969
1267	0.4541205495
1268	0.4540979314
1269	0.4540800978
1270	0.4540662135
1271	0.4540517113
1272	0.45404096
1273	0.4540161764
1274	0.4539969305
1275	0.4539683659
1276	0.4539528361
1277	0.4539391376
1278	0.4539292593
1279	0.4539095268
1280	0.4538903737
1281	0.4538665986
1282	0.4538380445
1283	0.4538091147
1284	0.4537891527
1285	0.45377497
1286	0.4537559703
1287	0.4537357628
1288	0.4537126619
1289	0.4536995082
1290	0.4536814351
1291	0.453662163
1292	0.4536514038
1293	0.4536303954
1294	0.4536075102
1295	0.4535907514
1296	0.4535588844
1297	0.4535220008
1298	0.4535052019
1299	0.4534895855
1300	0.453474939
1301	0.4534469538
1302	0.4534209126
1303	0.4533942921
1304	0.4533698286
1305	0.4533537684
1306	0.4533355219
1307	0.4533126815
1308	0.4532990962
1309	0.4532867011
1310	0.4532647208
1311	0.4532452568
1312	0.4532349851
1313	0.4532163863
1314	0.4531915195
1315	0.4531702528
1316	0.4531457821
1317	0.453129135
1318	0.4531050428
1319	0.4530835057
1320	0.4530659869
1321	0.4530511727
1322	0.4530239825
1323	0.4530058084
1324	0.4529799304
1325	0.4529635378
1326	0.4529488558
1327	0.4529196161
1328	0.45288835
1329	0.4528762348
1330	0.4528644847
1331	0.4528433174
1332	0.4528192633
1333	0.4527998165
1334	0.4527838991
1335	0.452763192
1336	0.4527475177
1337	0.4527365278
1338	0.4527148563
1339	0.4526846434
1340	0.4526728733
1341	0.4526426241
1342	0.4526227608
1343	0.4526045673
1344	0.4525876426
1345	0.4525620342
1346	0.4525426753
1347	0.4525264894
1348	0.452509455
1349	0.4524957321
1350	0.452468323
1351	0.4524490674
1352	0.4524301529
1353	0.4524084536
1354	0.4523896268
1355	0.4523620015
1356	0.4523429132
1357	0.4523286032
1358	0.4523172306
1359	0.4523012256
1360	0.4522788682
1361	0.4522418647
1362	0.4522085391
1363	0.4521871702
1364	0.4521484969
1365	0.452136926
1366	0.452127475
1367	0.4521117201
1368	0.4520985966
1369	0.4520812052
1370	0.452044468
1371	0.4520307878
1372	0.4520124808
1373	0.452002671
1374	0.4519811908
1375	0.4519646478
1376	0.4519401943
1377	0.4519221155
1378	0.4519019867
1379	0.4518813732
1380	0.4518551315
1381	0.4518416742
1382	0.451826778
1383	0.4518079249
1384	0.4517892948
1385	0.4517562965
1386	0.4517240962
1387	0.4516990969
1388	0.451681185
1389	0.4516529757
1390	0.4516366653
1391	0.4516210709
1392	0.4516032988
1393	0.4515681431
1394	0.4515330275
1395	0.4515118203
1396	0.4514840178
1397	0.4514707548
1398	0.4514517075
1399	0.4514347867
1400	0.4514176559
1401	0.4513925032
1402	0.4513766521
1403	0.4513580768
1404	0.4513303928
1405	0.4513040511
1406	0.4512882102
1407	0.4512597987
1408	0.451239279
1409	0.4512097902
1410	0.4511972443
1411	0.4511859045
1412	0.4511663152
1413	0.4511475685
1414	0.4511314268
1415	0.4511224869
1416	0.4511027452
1417	0.451084422
1418	0.4510652856
1419	0.4510387477
1420	0.4510278878
1421	0.4510070486
1422	0.4509866745
1423	0.4509658403
1424	0.450954322
1425	0.4509240809
1426	0.4509038427
1427	0.4508917504
1428	0.4508676494
1429	0.4508292624
1430	0.4507939192
1431	0.4507853048
1432	0.4507685018
1433	0.450755398
1434	0.450738241
1435	0.4507183589
1436	0.4506821677
1437	0.450648931
1438	0.4506224574
1439	0.450609183
1440	0.4505920416
1441	0.4505683435
1442	0.4505321566
1443	0.4505104581
1444	0.4504884694
1445	0.4504687729
1446	0.4504342671
1447	0.4504057303
1448	0.4503830031
1449	0.4503660963
1450	0.4503571324
1451	0.4503385152
1452	0.4503236531
1453	0.4502978654
1454	0.4502715434
1455	0.450257517
1456	0.4502381944
1457	0.4502197659
1458	0.4502051461
1459	0.4501882952
1460	0.4501701669
1461	0.4501520922
1462	0.450126713
1463	0.4501156979
1464	0.4500981972
1465	0.450077687
1466	0.4500660101
1467	0.4500394727
1468	0.4500190547
1469	0.4499965658
1470	0.4499900334
1471	0.4499726027
1472	0.4499544192
1473	0.4499352817
1474	0.4499230733
1475	0.4499003756
1476	0.4498856618
1477	0.4498712357
1478	0.4498471082
1479	0.4498316959
1480	0.4498154858
1481	0.4497913555
1482	0.4497799871
1483	0.4497510878
1484	0.4497329236
1485	0.4497200116
1486	0.4497034768
1487	0.4496841793
1488	0.4496590794
1489	0.4496408206
1490	0.4496213842
1491	0.4496035593
1492	0.4495874903
1493	0.4495679965
1494	0.4495452406
1495	0.4495246241
1496	0.449504114
1497	0.4494803355
1498	0.4494711291
1499	0.4494560512
1500	0.4494401831
1501	0.4494183298
1502	0.4494043972
1503	0.4493886452
1504	0.4493692388
1505	0.4493431223
1506	0.4493199048
1507	0.4493015209
1508	0.449283128
1509	0.4492650151
1510	0.4492496642
1511	0.4492309291
1512	0.4492107851
1513	0.4491969905
1514	0.4491750395
1515	0.4491561368
