iter	Passed	Remaining
118	687218	33962468
119	692944	33954292
120	698822	33953550
121	704518	33943924
122	709956	33922064
123	715521	33906497
124	721165	33894759
125	726801	33882811
126	732688	33882506
127	738189	33864451
128	743999	33860607
129	749841	33858214
130	755877	33864463
131	761927	33871144
132	767789	33869331
133	773672	33868380
134	779492	33864637
135	785425	33865684
136	791188	33859396
137	796864	33849427
138	802832	33851821
139	808942	33860005
140	814695	33853208
141	820398	33844326
142	825954	33829477
143	831818	33827302
144	837401	33813685
145	842934	33798225
146	848314	33776767
147	853719	33756545
148	859305	33743585
149	864709	33723671
150	870313	33711668
151	876294	33714295
152	882267	33716460
153	887701	33698070
154	893368	33688635
155	898779	33669654
156	904276	33654066
157	909791	33639258
158	915326	33625298
159	920810	33609572
160	926470	33600370
161	932484	33603982
162	938453	33605856
163	944293	33603041
164	949977	33594668
165	955807	33591460
166	961674	33589516
167	967440	33584005
168	973146	33576423
169	978639	33561561
170	984188	33548742
171	990778	33571253
172	997174	33586924
173	1002968	33582152
174	1008804	33578767
175	1014695	33577206
176	1020683	33578745
177	1026819	33585073
178	1032918	33590044
179	1039153	33599280
180	1045041	33597213
181	1050783	33590441
182	1056548	33584397
183	1062403	33581192
184	1067910	33567037
185	1073447	33553891
186	1079077	33543717
187	1084903	33539670
188	1090517	33529088
189	1096256	33522374
190	1101747	33508121
191	1107333	33496836
192	1113178	33493398
193	1118773	33482459
194	1124325	33470299
195	1129789	33455615
196	1135733	33455121
197	1141460	33448253
198	1147303	33444756
199	1152952	33435622
200	1158291	33417580
201	1163891	33407139
202	1169537	33398060
203	1175496	33397923
204	1181171	33389691
205	1186611	33374885
206	1192301	33367160
207	1197926	33357649
208	1203809	33355327
209	1209620	33350971
210	1215324	33343657
211	1220956	33334406
212	1226535	33323754
213	1232267	33317290
214	1238304	33319039
215	1244303	33319672
216	1250302	33320286
217	1256226	33318803
218	1262068	33315151
219	1267747	33307173
220	1273380	33298048
221	1279077	33290586
222	1284615	33279031
223	1290043	33264700
224	1295937	33262405
225	1301611	33254455
226	1307119	33242294
227	1312864	33236213
228	1318454	33226202
229	1323992	33214948
230	1329664	33207063
231	1335308	33198534
232	1340717	33184190
233	1346278	33173680
234	1351870	33163978
235	1357671	33159393
236	1363480	33155009
237	1369274	33150261
238	1374880	33140950
239	1380440	33130561
240	1386273	33126748
241	1392031	33121157
242	1397769	33115049
243	1403411	33106699
244	1409074	33098877
245	1415130	33100251
246	1420764	33091728
247	1426133	33077094
248	1431692	33066929
249	1437088	33053024
250	1442805	33046568
251	1448457	33038636
252	1454184	33032397
253	1459662	33020549
254	1465308	33012528
255	1471241	33010985
256	1477079	33007260
257	1482958	33004447
258	1488730	32999241
259	1494383	32991390
260	1500016	32983120
261	1505751	32977107
262	1511283	32966667
263	1516963	32959469
264	1522490	32948996
265	1528126	32940887
266	1533976	32937405
267	1539759	32932476
268	1545363	32923712
269	1550994	32915549
270	1556523	32905244
271	1562253	32899225
272	1568018	32893928
273	1573877	32890583
274	1579534	32883036
275	1584995	32871429
276	1590344	32857545
277	1596040	32850886
278	1601690	32843257
279	1607233	32833474
280	1612762	32823441
281	1618398	32815614
282	1624095	32809031
283	1629572	32798011
284	1635138	32788831
285	1640941	32784398
286	1646399	32773109
287	1652214	32768914
288	1658166	32767435
289	1664062	32764814
290	1669720	32757504
291	1676015	32762664
292	1682151	32764645
293	1689565	32791369
294	1695956	32798074
295	1702883	32815031
296	1709060	32817423
297	1715177	32818599
298	1721365	32821089
299	1727080	32814538
300	1732845	32808929
301	1738684	32804710
302	1744234	32795069
303	1749816	32786042
304	1755389	32776867
305	1762765	32801267
306	1771544	32851482
307	1778550	32868534
308	1785449	32883477
309	1793046	32911076
310	1800600	32937680
311	1808096	32962985
312	1815479	32986049
313	1822094	32994990
314	1828325	32996920
315	1835819	33021516
316	1843964	33057565
317	1851230	33077646
318	1858156	33091497
319	1864858	33101230
320	1872558	33128528
321	1879294	33138623
322	1885717	33143089
323	1892385	33151786
324	1898794	33155873
325	1905059	33157377
326	1911331	33158974
327	1917620	33160796
328	1923580	33156919
329	1929636	33154670
330	1935548	33149931
331	1941588	33147362
332	1947544	33143346
333	1953474	33138879
334	1959434	33134916
335	1965259	33128662
336	1970875	33118897
337	1976332	33106498
338	1982166	33100421
339	1987971	33093880
340	1993507	33082876
341	1999312	33076353
342	2004904	33066311
343	2010645	33058744
344	2017535	33070044
345	2023530	33066592
346	2029196	33057782
347	2034936	33050168
348	2040737	33043577
349	2046760	33040559
350	2053123	33043010
351	2059189	33040636
352	2064983	33033885
353	2070761	33026894
354	2078168	33045799
355	2084406	33046034
356	2090686	33046902
357	2096669	33043049
358	2102388	33035024
359	2108566	33034212
360	2114714	33032897
361	2120721	33029353
362	2126792	33026796
363	2133344	33031670
364	2139918	33036826
365	2147219	33053098
366	2153563	33054559
367	2159761	33053736
368	2166340	33058710
369	2172907	33063437
370	2179197	33063894
371	2185742	33068171
372	2192527	33076015
373	2199621	33088417
374	2206325	33094875
375	2212570	33094402
376	2218702	33092208
377	2225104	33094016
378	2231470	33095231
379	2237884	33097127
380	2244280	33098718
381	2250727	33101006
382	2257203	33103693
383	2263877	33109206
384	2270488	33113754
385	2277001	33116802
386	2283224	33115603
387	2289418	33113955
388	2296092	33119210
389	2302584	33121792
390	2309005	33123297
391	2316011	33133150
392	2323092	33143966
393	2329492	33145018
394	2335349	33138313
395	2341363	33133834
396	2347418	33129945
397	2353561	33127266
398	2359668	33124071
399	2365853	33121955
400	2371949	33118573
401	2378025	33114896
402	2384067	33110738
403	2390144	33107045
404	2395927	33099297
405	2401596	33089972
406	2407938	33089926
407	2413929	33085038
408	2419976	33080901
409	2426147	33078455
410	2432308	33075838
411	2438673	33075990
412	2445554	33083082
413	2452060	33085054
414	2458337	33083889
415	2464049	33075120
416	2470279	33073305
417	2476325	33069019
418	2482218	33062674
419	2487845	33052802
420	2493861	33048113
421	2499633	33040185
422	2505307	33030962
423	2511340	33026493
424	2517114	33018618
425	2523462	33018257
426	2530075	33021338
427	2536970	33028030
428	2543443	33029197
429	2550073	33032351
430	2557034	33039739
431	2563806	33044618
432	2570789	33052165
433	2577426	33055193
434	2583958	33056846
435	2590689	33060995
436	2597139	33061523
437	2603198	33057051
438	2609352	33053783
439	2615982	33056509
440	2622189	33053858
441	2628234	33049152
442	2634610	33048596
443	2640864	33046496
444	2647053	33043549
445	2653696	33046261
446	2660402	33049703
447	2666755	33048720
448	2672982	33046164
449	2679429	33046296
450	2685720	33044488
451	2691871	33040933
452	2697947	33036454
453	2704085	33032727
454	2710431	33031519
455	2716773	33030241
456	2723101	33028776
457	2729314	33025893
458	2735877	33027226
459	2742198	33025605
460	2748662	33025684
461	2754835	33022250
462	2760952	33018125
463	2767288	33016616
464	2773386	33012244
465	2779594	33009179
466	2785602	33003719
467	2791839	33000972
468	2798493	33003124
469	2804791	33001054
470	2810817	32995777
471	2816829	32990328
472	2822840	32984861
473	2828921	32980212
474	2835196	32977808
475	2841211	32972383
476	2847337	32968233
477	2853468	32964131
478	2859671	32960853
479	2865542	32953739
480	2871517	32947830
481	2877276	32939447
482	2883472	32936063
483	2889707	32933117
484	2895671	32927074
485	2901940	32924480
486	2907865	32917996
487	2913798	32911593
488	2920034	32908604
489	2925884	32901275
490	2932505	32902587
491	2938195	32893456
492	2943675	32881995
493	2949474	32874099
494	2955330	32866855
495	2960902	32856468
496	2966656	32848113
497	2972701	32842976
498	2978673	32837035
499	2984565	32830219
500	2990228	32820892
501	2996065	32813486
502	3002203	32809368
503	3008512	32807109
504	3014828	32804914
505	3021026	32801421
506	3027837	32804558
507	3034684	32808046
508	3041655	32812833
509	3047762	32808268
510	3054087	32806043
511	3061333	32813671
512	3068652	32822020
513	3075537	32825674
514	3081636	32820920
515	3087532	32814012
516	3093574	32808639
517	3099451	32801535
518	3105591	32797197
519	3111545	32790902
520	3117379	32783345
521	3123211	32775773
522	3129175	32769590
523	3135042	32762388
524	3140968	32755811
525	3146845	32748730
526	3152411	32738422
527	3157823	32726536
528	3163690	32719375
529	3169381	32710404
530	3174923	32699917
531	3180839	32693287
532	3186436	32683394
533	3192676	32680094
534	3199090	32678556
535	3205038	32672258
536	3210812	32664188
537	3216784	32658138
538	3222569	32650188
539	3228693	32645677
540	3234676	32639737
541	3240503	32632224
542	3246378	32625210
543	3252237	32618027
544	3258117	32611067
545	3263944	32603582
546	3269814	32596524
547	3275999	32592607
548	3282005	32586909
549	3288408	32585142
550	3294443	32579716
551	3300565	32575146
552	3306490	32568635
553	3312721	32565129
554	3318988	32561971
555	3324963	32555935
556	3331039	32550894
557	3337514	32549741
558	3343894	32547634
559	3350239	32545183
560	3356091	32537938
561	3361996	32531202
562	3368946	32534572
563	3375810	32537065
564	3382618	32538994
565	3389492	32541522
566	3396558	32545859
567	3403607	32549995
568	3412024	32567148
569	3419788	32577989
570	3427804	32591158
571	3434719	32593803
572	3441260	32592879
573	3448027	32594067
574	3454118	32588855
575	3460097	32582584
576	3465931	32574946
577	3471818	32567821
578	3477702	32560668
579	3483724	32554809
580	3489785	32549307
581	3495785	32543238
582	3501949	32538699
583	3508296	32535849
584	3514795	32534387
585	3520556	32526095
586	3526573	32520169
587	3532613	32514466
588	3538564	32507930
589	3544563	32501841
590	3550506	32495241
591	3556588	32489917
592	3562589	32483850
593	3568490	32476868
594	3574517	32471033
595	3580387	32463778
596	3586172	32455762
597	3592281	32450676
598	3598081	32442799
599	3603771	32433939
600	3609466	32425144
601	3615327	32417835
602	3621130	32410016
603	3626734	32400432
604	3632541	32392663
605	3639110	32391690
606	3645276	32387107
607	3651330	32381532
608	3657295	32375173
609	3662874	32365396
610	3668423	32355372
611	3674008	32345679
612	3679527	32335423
613	3685130	32325913
614	3690720	32316305
615	3696377	32307303
616	3701965	32297700
617	3708043	32292380
618	3713753	32283853
619	3719243	32273432
620	3724819	32263774
621	3730516	32255171
622	3736366	32247898
623	3742108	32239704
624	3747660	32229878
625	3753436	32221994
626	3759057	32212782
627	3764794	32204576
628	3770303	32194432
629	3776056	32186383
630	3781374	32174641
631	3787060	32166044
632	3792529	32155617
633	3798083	32145925
634	3803796	32137588
635	3809322	32127686
636	3815040	32119408
637	3820604	32109847
638	3826267	32101130
639	3831834	32091611
640	3837404	32082139
641	3843021	32073066
642	3848601	32063701
643	3854261	32055004
644	3859973	32046752
645	3865771	32039227
646	3871513	32031240
647	3876912	32020429
648	3882302	32009554
649	3887955	32000863
650	3893815	31993885
651	3899326	31984043
652	3904872	31974507
653	3910773	31967878
654	3916410	31959101
655	3921841	31948662
656	3927474	31939872
657	3933263	31932364
658	3938873	31923404
659	3944251	31912581
660	3950090	31905498
661	3955677	31896384
662	3961070	31885722
663	3966733	31877247
664	3972392	31868746
665	3978347	31862623
666	3984589	31858791
667	3990657	31853571
668	3996758	31848607
669	4002915	31844089
670	4008964	31838708
671	4015047	31833594
672	4020870	31826415
673	4026168	31815097
674	4031728	31805858
675	4037284	31796598
676	4043126	31789604
677	4048806	31781340
678	4054505	31773232
679	4059937	31763043
680	4065477	31753705
681	4071324	31746781
682	4076859	31737427
683	4082513	31729006
684	4088157	31720524
685	4093882	31712670
686	4099522	31704168
687	4105181	31695817
688	4110695	31686363
689	4116327	31677823
690	4121655	31666956
691	4127296	31658512
692	4133059	31651004
693	4138690	31642496
694	4144048	31631910
695	4149602	31622830
696	4155270	31614633
697	4161117	31607797
698	4166852	31600124
699	4172528	31592003
700	4178410	31585447
701	4183996	31576653
702	4189587	31567913
703	4195405	31560887
704	4201114	31553054
705	4206800	31545042
706	4212495	31537111
707	4218342	31530323
708	4224266	31524110
709	4230180	31517824
710	4236158	31512011
711	4242190	31506604
712	4248223	31501202
713	4254130	31494868
714	4260014	31488361
715	4265626	31479847
716	4271188	31470973
717	4276847	31462825
718	4282520	31454789
719	4288059	31445773
720	4293929	31439188
721	4299453	31430075
722	4304846	31420020
723	4310529	31412090
724	4316153	31403736
725	4321944	31396603
726	4327414	31387147
727	4333020	31378689
728	4338679	31370619
729	4344631	31364670
730	4350405	31357436
731	4356018	31349047
732	4361723	31341335
733	4367151	31331635
734	4373021	31325110
735	4378661	31316945
736	4384024	31306812
737	4389731	31299144
738	4395401	31291210
739	4400898	31282064
740	4406565	31274127
741	4412239	31266245
742	4417876	31258111
743	4423421	31249335
744	4429186	31242117
745	4434754	31233510
746	4440266	31224527
747	4445891	31216336
748	4451499	31208045
749	4457086	31199603
750	4462477	31189808
751	4468020	31181076
752	4473792	31173959
753	4479331	31165217
754	4484704	31155329
755	4490147	31145947
756	4495808	31138078
757	4501296	31129021
758	4506861	31120503
759	4512156	31110132
760	4517839	31102446
761	4523428	31094116
762	4528994	31085643
763	4534926	31079681
764	4540401	31070591
765	4545950	31062019
766	4551447	31053093
767	4557033	31044789
768	4562484	31035573
769	4568116	31027594
770	4573534	31018171
771	4578979	31008943
772	4584666	31001358
773	4590176	30992587
774	4596721	30990802
775	4602495	30983811
776	4608030	30975215
777	4614121	30970360
778	4619761	30962485
779	4625131	30952802
780	4630683	30944347
781	4636399	30936998
782	4642388	30931468
783	4648114	30924189
784	4654132	30918856
785	4659427	30908723
786	4665085	30901005
787	4670638	30892600
788	4676311	30884992
789	4682192	30878765
790	4687723	30870229
791	4693179	30861211
792	4698874	30853769
793	4704622	30846682
794	4710239	30838737
795	4715850	30830760
796	4721332	30821945
797	4726906	30813742
798	4732693	30806930
799	4738411	30799674
800	4743911	30791008
801	4749352	30781961
802	4754850	30773297
803	4760426	30765141
804	4765965	30756761
805	4771744	30749925
806	4777484	30742845
807	4783168	30735406
808	4788896	30728256
809	4794731	30721798
810	4800366	30714058
811	4805933	30705892
812	4811834	30699859
813	4817360	30691441
814	4822976	30683595
815	4828921	30677855
816	4834955	30672675
817	4841214	30668917
818	4847197	30663404
819	4853202	30658036
820	4858933	30650931
821	4864410	30642232
822	4870012	30634330
823	4875563	30626111
824	4881511	30620392
825	4887260	30613422
826	4893031	30606590
827	4898989	30600934
828	4904736	30593961
829	4910569	30587526
830	4916224	30579982
831	4921744	30571602
832	4926973	30561429
833	4932534	30553327
834	4937936	30544239
835	4943620	30536908
836	4949281	30529436
837	4954872	30521542
838	4960256	30512374
839	4965790	30504140
840	4971540	30497240
841	4977215	30489879
842	4982765	30481756
843	4988382	30474054
844	4994376	30468649
845	5000055	30461332
846	5005630	30453380
847	5011442	30446876
848	5017071	30439263
849	5022431	30430027
850	5028014	30422147
851	5033705	30414924
852	5039238	30406755
853	5044768	30398568
854	5050192	30389754
855	5055961	30383019
856	5061763	30376489
857	5067447	30369250
858	5073019	30361344
859	5078799	30354683
860	5084302	30346375
861	5089914	30338725
862	5095460	30330685
863	5101202	30323813
864	5106591	30314850
865	5112023	30306154
866	5117556	30298058
867	5123151	30290339
868	5129046	30284393
869	5134877	30278068
870	5140591	30271061
871	5145975	30262114
872	5151912	30256418
873	5157421	30248217
874	5163136	30241226
875	5168817	30234043
876	5174252	30225425
877	5179830	30217643
878	5185380	30209711
879	5191020	30202298
880	5196619	30194656
881	5202104	30186359
882	5207585	30178045
883	5213191	30170460
884	5218894	30163441
885	5224533	30156056
886	5230030	30147851
887	5235527	30139660
888	5241406	30133666
889	5247347	30128031
890	5253136	30121518
891	5258628	30113313
892	5264040	30104654
893	5269721	30097534
894	5275335	30090041
895	5280790	30081645
896	5286200	30073000
897	5291628	30064461
898	5297352	30057615
899	5303105	30050930
900	5308746	30043618
901	5314560	30037280
902	5319985	30028753
903	5325464	30020539
904	5331235	30013971
905	5336750	30005966
906	5342272	29998009
907	5347748	29989795
908	5353144	29981142
909	5358785	29973864
910	5364521	29967121
911	5370096	29959483
912	5375791	29952518
913	5381297	29944505
914	5386842	29936716
915	5392691	29930615
916	5398455	29924043
917	5404045	29916515
918	5409336	29907334
919	5414824	29899248
920	5420410	29891710
921	5426212	29885365
922	5432295	29880568
923	5438632	29877161
924	5444759	29872600
925	5451120	29869315
926	5456782	29862197
927	5462619	29856041
928	5468440	29849800
929	5474081	29842575
930	5479781	29835673
931	5485596	29829403
932	5491719	29824805
933	5497912	29820580
934	5503928	29815399
935	5509949	29810237
936	5516300	29806861
937	5521969	29799795
938	5527641	29792750
939	5533134	29784744
940	5538740	29777354
941	5544624	29771453
942	5550443	29765209
943	5556161	29758421
944	5561820	29751326
945	5567303	29743291
946	5572998	29736387
947	5578579	29728885
948	5584356	29722428
949	5590029	29715420
950	5595529	29707494
951	5601320	29701118
952	5607135	29694871
953	5613376	29690877
954	5619648	29687042
955	5625744	29682273
956	5631939	29678024
957	5637898	29672530
958	5643646	29665923
959	5649519	29659975
960	5655384	29653989
961	5661542	29649534
962	5667603	29644567
963	5673630	29639423
964	5679653	29634252
965	5685575	29628557
966	5691835	29624623
967	5697808	29619183
968	5703754	29613608
969	5709657	29607810
970	5715648	29602465
971	5721742	29597655
972	5727845	29592888
973	5734240	29589621
974	5740278	29584512
975	5746140	29578492
976	5751917	29572040
977	5757739	29565813
978	5763659	29560094
979	5769443	29553678
980	5775100	29546615
981	5781358	29542624
982	5788242	29541821
983	5795061	29540680
984	5801540	29537790
985	5807828	29533926
986	5814595	29532491
987	5821225	29530347
988	5827595	29526876
989	5834026	29523709
990	5840811	29522325
991	5847711	29521509
992	5854216	29518693
993	5859900	29511731
994	5865607	29504889
995	5871327	29498113
996	5877101	29491612
997	5882683	29484152
998	5888122	29475974
999	5894211	29471059
1000	5899678	29463031
1001	5905637	29457459
1002	5911586	29451840
1003	5917333	29445218
1004	5922882	29437609
1005	5928519	29430445
1006	5934180	29423399
1007	5939976	29417026
1008	5945700	29410299
1009	5951355	29403231
1010	5956923	29395739
1011	5962461	29388101
1012	5967976	29380352
1013	5974307	29376625
1014	5980167	29370578
1015	5985721	29363026
1016	5991466	29356419
1017	5997171	29349615
1018	6002676	29341835
1019	6008188	29334095
1020	6013672	29326226
1021	6019101	29318091
1022	6024700	29310784
1023	6030484	29304383
1024	6036711	29300138
1025	6042864	29295522
1026	6048757	29289651
1027	6054628	29283670
1028	6060331	29276876
1029	6066161	29270699
1030	6071585	29262570
1031	6077120	29254973
1032	6083030	29249191
1033	6088693	29242215
1034	6094691	29236851
1035	6100347	29229849
1036	6105970	29222694
1037	6111759	29216330
1038	6117561	29210032
1039	6123362	29203728
1040	6128976	29196535
1041	6134791	29190301
1042	6140445	29183304
1043	6145874	29175242
1044	6151693	29169036
1045	6157465	29162602
1046	6163171	29155863
1047	6168850	29148995
1048	6174531	29142140
1049	6180460	29136458
1050	6186232	29130034
1051	6191778	29122549
1052	6197236	29114653
1053	6202797	29107243
1054	6208424	29100150
1055	6214445	29094905
1056	6219969	29087329
1057	6225653	29080511
1058	6231104	29072605
1059	6236810	29065891
1060	6242439	29058820
1061	6247951	29051211
1062	6253401	29043316
1063	6258807	29035218
1064	6264460	29028275
1065	6270253	29021978
1066	6275943	29015208
1067	6281490	29007780
1068	6286911	28999774
1069	6292314	28991692
1070	6297686	28983470
1071	6303307	28976398
1072	6308954	28969449
1073	6314707	28962989
1074	6320096	28954860
1075	6325800	28948179
1076	6331484	28941408
1077	6337485	28936089
1078	6343151	28929240
1079	6348614	28921467
1080	6354651	28916307
1081	6360324	28909498
1082	6366092	28903119
1083	6371698	28896005
1084	6377124	28888078
1085	6382671	28880705
1086	6388538	28874783
1087	6394310	28868430
1088	6399987	28861651
1089	6405323	28853338
1090	6410954	28846357
1091	6416700	28839895
1092	6422213	28832388
1093	6427676	28824663
1094	6433300	28817659
1095	6438730	28809794
1096	6444435	28803158
1097	6450236	28796955
1098	6456156	28791285
1099	6462282	28786529
1100	6467951	28779741
1101	6473750	28773532
1102	6479673	28767872
1103	6485508	28761819
1104	6491346	28755782
1105	6497352	28750492
1106	6503645	28746466
1107	6509634	28741091
1108	6515502	28735188
1109	6521494	28729826
1110	6527366	28723936
1111	6533378	28718663
1112	6539565	28714157
1113	6545352	28707894
1114	6551318	28702415
1115	6557277	28696901
1116	6562973	28690241
1117	6568448	28682617
1118	6574285	28676573
1119	6579852	28669358
1120	6585529	28662620
1121	6591043	28655179
1122	6596783	28648718
1123	6602413	28641786
1124	6607832	28633940
1125	6613491	28627136
1126	6619003	28619703
1127	6624585	28612569
1128	6630573	28607194
1129	6636846	28603047
1130	6643284	28599605
1131	6649773	28596375
1132	6656417	28593808
1133	6662955	28590776
1134	6669843	28589241
1135	6676376	28586177
1136	6682590	28581737
1137	6689062	28578403
1138	6695985	28576983
1139	6702620	28574330
1140	6708182	28567097
1141	6713898	28560525
1142	6719709	28554354
1143	6725280	28547171
1144	6731035	28540764
1145	6736537	28533292
1146	6741939	28525397
1147	6747622	28518695
1148	6753564	28513090
1149	6759440	28507204
1150	6765161	28500669
1151	6770688	28493315
1152	6776259	28486148
1153	6781986	28479640
1154	6787479	28472154
1155	6793053	28465008
1156	6798529	28457458
1157	6804051	28450099
1158	6810275	28445679
1159	6816351	28440638
1160	6822158	28434475
1161	6827732	28427340
1162	6833128	28419468
1163	6839189	28414365
1164	6844660	28406808
1165	6850589	28401156
1166	6856047	28393555
1167	6861621	28386434
1168	6867410	28380207
1169	6873672	28375930
1170	6879358	28369275
1171	6884974	28362334
1172	6890727	28355959
1173	6896406	28349280
1174	6902591	28344684
1175	6908511	28338996
1176	6914373	28333071
1177	6919828	28325478
1178	6925396	28318351
1179	6930986	28311317
1180	6937287	28307187
1181	6942784	28299774
1182	6948315	28292505
1183	6954003	28285878
1184	6960159	28281156
1185	6965844	28274514
1186	6971926	28269489
1187	6977422	28262086
1188	6982865	28254471
1189	6988593	28248013
1190	6994412	28241923
1191	7000562	28237167
1192	7006456	28231378
1193	7012039	28224339
1194	7018151	28219429
1195	7023989	28213414
1196	7029824	28207389
1197	7035343	28200100
1198	7041046	28193549
1199	7046865	28187460
1200	7052899	28182235
1201	7059154	28177889
1202	7064942	28171679
1203	7070739	28165505
1204	7076370	28158667
1205	7082006	28151855
1206	7087795	28145654
1207	7093648	28139705
1208	7099229	28132677
1209	7105163	28127052
1210	7111046	28121224
1211	7116939	28115434
1212	7122681	28109049
1213	7128009	28101033
1214	7133702	28094456
1215	7139438	28088054
1216	7144995	28080949
1217	7150674	28074324
1218	7156170	28066984
1219	7161856	28060389
1220	7167643	28054193
1221	7173706	28049075
1222	7179255	28041950
1223	7184868	28035076
1224	7190653	28028872
1225	7196507	28022940
1226	7202402	28017170
1227	7208349	28011599
1228	7214173	28005550
1229	7219735	27998484
1230	7225738	27993133
1231	7231671	27987509
1232	7237979	27983331
1233	7244307	27979231
1234	7250543	27974769
1235	7256416	27968905
1236	7262466	27963723
1237	7268456	27958310
1238	7274343	27952503
1239	7280283	27946893
1240	7286678	27943032
1241	7293274	27939933
1242	7299686	27936128
1243	7305542	27930194
1244	7311518	27924713
1245	7318565	27923321
1246	7325550	27921684
1247	7331729	27916971
1248	7337446	27910496
1249	7342945	27903193
1250	7348824	27897336
1251	7354593	27891061
1252	7360651	27885885
1253	7366253	27878979
1254	7371674	27871392
1255	7377298	27864574
1256	7383026	27858150
1257	7388674	27851424
1258	7394211	27844285
1259	7399876	27837631
1260	7405479	27830744
1261	7411603	27825814
1262	7417611	27820446
1263	7423455	27814467
1264	7429180	27808038
1265	7435009	27802000
1266	7440821	27795904
1267	7446669	27789938
1268	7452426	27783630
1269	7458229	27777500
1270	7463789	27770465
1271	7469627	27764464
1272	7475778	27759628
1273	7481561	27753420
1274	7487193	27746659
1275	7492918	27740241
1276	7498611	27733707
1277	7504219	27726856
1278	7510080	27720945
1279	7515549	27713587
1280	7520967	27706047
1281	7526958	27700615
1282	7533243	27696265
1283	7539081	27690272
1284	7544780	27683766
1285	7550129	27675981
1286	7555759	27669225
1287	7561801	27663981
1288	7567579	27657769
1289	7573318	27651418
1290	7578744	27643925
1291	7584264	27636779
1292	7589999	27630414
1293	7595985	27624967
1294	7602062	27619848
1295	7607567	27612653
1296	7613236	27606052
1297	7619203	27600534
1298	7625089	27594722
1299	7630675	27587828
1300	7636280	27581000
1301	7641912	27574273
1302	7647554	27567585
1303	7653616	27562411
1304	7660125	27558841
1305	7666183	27553647
1306	7671691	27546478
1307	7677315	27539727
1308	7683446	27534795
1309	7689494	27529565
1310	7695741	27525041
1311	7701721	27519564
1312	7707853	27514631
1313	7714217	27510519
1314	7720370	27505652
1315	7725806	27498236
1316	7731344	27491182
1317	7736862	27484060
1318	7742507	27477391
1319	7748444	27471757
1320	7754442	27466340
1321	7759985	27459313
1322	7765713	27452940
1323	7772297	27449593
1324	7778547	27445063
1325	7784329	27438882
1326	7789827	27431697
1327	7795682	27425774
1328	7801714	27420473
1329	7807902	27415717
1330	7813919	27410362
1331	7819439	27403261
1332	7824906	27395978
1333	7831058	27391092
1334	7837726	27388008
1335	7844253	27384428
1336	7850155	27378664
1337	7855830	27372109
1338	7861865	27366807
1339	7867397	27359755
1340	7873298	27353987
1341	7879017	27347587
1342	7884752	27341245
1343	7890837	27336114
1344	7896872	27330810
1345	7903088	27326133
1346	7908575	27318931
1347	7913868	27311066
1348	7919747	27305222
1349	7925096	27297553
1350	7931056	27291991
1351	7936870	27285928
1352	7942374	27278797
1353	7948114	27272482
1354	7954480	27268310
1355	7960759	27263839
1356	7966652	27258044
1357	7972274	27251324
1358	7977861	27244485
1359	7984211	27240252
1360	7990602	27236152
1361	7996767	27231284
1362	8002650	27225452
1363	8009053	27221388
1364	8015974	27219078
1365	8022294	27214724
1366	8027832	27207715
1367	8033571	27201391
1368	8039546	27195866
1369	8045918	27191679
1370	8051919	27186239
1371	8057290	27178674
1372	8062799	27171575
1373	8068410	27164822
1374	8074471	27159584
1375	8080702	27154918
1376	8086649	27149295
